,Text,Label
279,"لم يعد الامام غائباً عند الشيعه فقط...
اصبح لسنة لبنان رئيس غائب ايضاً..!",0
280,حينما تجد ان نفس الشخص يدافع عن قطر ضد السعودية . هو نفسه من يدافع عن الحوثيين ضد السعودية . مع الحملة الاعلامية ..… https://t.co/KGsLROvlMp,0
281,الشيعة يدافعون عن أنفسهم ومقدساتهم في كل مكان بوجه التطرف والحقد الوهابي ؟,1
282,"#لبنان
إن أختلف الشيعة بالسياسة تم اللجوء إلي السيد نصر الله.
إن أختلف السنة بالسياسة تم اللجوء إلي المفتي دربان.
إ… https://t.co/x1Hql84E3X",0
283,فعلا صدقت ولماذا لا نعمل مثل ماتعمل ايران مع السنه ويستثناء الشرفاء من الشيعه https://t.co/atVwiNzWM6,0
284,"لا يوجد رؤية ولاخبرة لدى السعودية والامارات
لإدارة الصراع في اليمن مع عفاش والحوثي
ومصير التحالف هزيمة نكراء على يد الشيعة الزيود 

#المهرة",1
285,"ليس كل ايرانى معناه انه يدعم نظام الملالى 
الشيعة اقل من 45 بالمئة  في ايران 
لذلك كفوا عن حماقاتكم قليلا",0
286,حنا متحررين من زمان شف مذهب  الشيعه بس https://t.co/dYBbSr8NF8,1
287,"اختلفنا ام اتفقنا ان
لايوجد في اهل السنة من يقاوم المشروع الشيعي في المنطقة غير داعش وللاسف كل دويلات المحسوبة علي… https://t.co/EfLI949l8v",0
288,"المرجع الديني الشيخ #جواد_الخالصي: باسم الطائفية ارادوا خطف #الشيعة_والسنة وباسم #القومية يريدون خطف #الاكراد

برنا… https://t.co/Uuwi8jb3nS",0
289,"المرجع الديني الشيخ #جواد_الخالصي: مظلومية #الشيعة في الجنوب تساوي مظلومية #السنة في المناطق الغربية

برنامج… https://t.co/8jybUQlIcl",0
290,بقيادة الكلب الروسي وقرود بشار وقذارة الشيعة الانجاس تقصف مدينة الاتارب https://t.co/9xRQlDJ6Hc,1
291,"التراب المقدس : كربلاء
الارض المقدسة : النجف
مدينة المؤمنين : قُمَ

الشيعة والفرس بأقذر صورة

لا يوحد اطهر ولا أقدس… https://t.co/OkGdKJbvuN",1
292,ال بسمع ويقرأ عما يحدث ما بين السعوديه وقطر يظن في اول وهله انه صراع مابين جبابره ولكن مع الاسف كليهما عبيد عند الغ… https://t.co/WiFMcXeOin,0
293,تخيلوا لو روحنا كاس عالم وشيكابالا جاب جون كسبنا بيه ماتش اواتعادلنا وصعدنا بيه مثلا الزمالكاوية هينزلوا يجلدوا نفسهم في الشوارع زي الشيعة😂🔥,1
294,يا دكتور العرب الشيعه أكثر الناس ظلمو.  خطف  مذهبهم  الفرس  و أقصاهم قومهم.  لذلك أقول إذا لم نمد يد  العون  لهم  ل… https://t.co/53kEKgO4GF,1
295,لبنان ليسة بلد للطم ...لبنان بلد السنه والمسيحين والقلة القلة من الشيعة https://t.co/wQ59CaNglA,1
296,"بدك ما البطرك الماروني يعلن اسلامه من الرياض ويبدي القلق من التوسع الشيعي
#ما_لقيصر_لقيصر",1
297,الشيخ الشيعي الذي كسب إحترام الشيعة والسنة وبقية الطوائف في الوطن العربي محمد الحسيني يوجه رسالة إلى حسن نصرالله ع… https://t.co/ZaWBCSK7EK,1
298,"#محمد_بن_سلمان_يبهر_العالم
المشروع الفارسي.. مشروع تدميري يتخذ من زعزعة الاستقرار في المنطقة العربية وسيلة يتمكن من… https://t.co/vSWljq02LO",1
299,لان التلبس بدين لإخفاء مآرب دنيوية وخداع الناس والإيقاع بالجهال والمغفلين نوع من النفاق الذي يسميه الشيعه التقيه https://t.co/e9zCfNXpQc,1
300,"📌📌📌
الذي ورّطَ العراق بهؤلاء الساسة الشيعة الفاسدين الحرامية هو المرجع السستاني وهو المسؤول أمام الله والتاريخ..
وط… https://t.co/g7PpIGrq1j",1
301,بالتاكيد الزلزال في الكردستان دسائس المالكي و العرب الشيعي,0
302,هذول يريدون يدعشوون الشيعه https://t.co/6lwvkcixBp,0
303,أيمها نصدق، كلامك المعسول المليء أُخُوةً وسماحةً وتوحد، أم كتبك التي تسب #الصحابة وأمهات المؤمنين وترتب الأجر العظي… https://t.co/yGphxKzfP5,1
304,هم دول الشيعه الي البعض يقولك فتنه طائفية. طائفية ايه وهباب ايه . دول اخطر من اليهود https://t.co/BJMtEcYizJ,1
305,"#كربلاء_المقدسة 
#الشيعه 
#سعد_حريرى 
اخر موديل بعبادة الرافضه
الحمدلله على نعمة الاسلام
ونعمة العقل https://t.co/bx3Pod2ygA",1
306,هذا دجال المجرم الإرهابي الخنزير النجس المجوسي يقود اكبر منظمات إرهابية مجرمة الذي تخرجوا من مدرسة خميني الهالك الم… https://t.co/QTkfDA8Cd3,1
307,"#الرضا_بضعة_الرسول
قال الإمام الرضا عليه السلام: «من أحب عاصيًا فهو عاص، ومن أحب مطيعًا فهو مطيع، ومن أعان ظالمًا ف… https://t.co/DVn4cMTTtk",0
308,"معمم لبناني شيعي وضع عالم سني مؤيد لإيران في إحراج بعد ما تلى الأية الكريمة ""يا أيها الذين آمنوا لا تتخدوا اليهود و… https://t.co/scAZrY8E5S",1
309,#زلزال_ايران ردا على بعض الطائفيين منطقة كرمنشاه ٤٠٪ من الطائفة السنية وهناك اقليات من اليهود والزردشت يعني ألشيعة اقلية في هذه المنطقة,0
310,"3-عن جعفر ( عليه السلام ) ، قال :
سألته عن تفسير « لا حول ولا قوة إلا بالله » ؟ قال :
لا يحول بيننا وبين المعاصي إل… https://t.co/0F74sIC3dc",0
311,"سلسلة تراث #آل_البيت 11

#الغلاة شر خلق #الله 

#حوار_الحقيقة #هل_أنت_شيعي #الشيعة #الحوار #أهل_البيت #الغلو #الشيعة https://t.co/gXhnRk8Uop",0
312,"2-عن أبي عبدالله ( عليه السلام ) قال :
إن آدم شكا إلى ربه حديث النفس ، فقال :
أكثر من قول : لا حول ولا قوة إلا بالل… https://t.co/qfzkLBZExA",0
313,"عند الشيعة الحسن والحسين رضي الله عنهما يعلمان 140000000 لغة.
#الرافضة #الشيعة https://t.co/Qi9Z6xLHq2",0
314,"عند الشيعة الحسن بن الحسن بن علي بن أبي طالب يشرب الخمر.
#الرافضة #الشيعة https://t.co/Drn0hzJ8Bx",1
315,"عند الشيعة الأئمة يخبرون شيعتهم بأفعالهم وسرهم وأفعال غيبهم وهم غيب عنهم.
#الرافضة #الشيعة https://t.co/npRp71INwL",1
316,"روايات في مصادر الشيعة في مدح الصحابة رضي الله عنهم يخفيها علمائهم عن عوامهم - مدح أهل الشام.
#الرافضة #الشيعة https://t.co/Z9JCNzxuqX",0
317,للأخ إللى زعلان من بوست الشيعه جبتم شيعتكم دى منين لا موجوده فى إسلام ولا يهوديه ولا مسيحيه ولا فى كتاب عبدة البقر أمثالكم,1
318,"الحمدلله يارب انصفونا وطلعوا عادي يصلون في مساجدنا 🙏 
والحمدلله الشيعه والمسيح واليهود !!!

والله لو ساكت ابرك https://t.co/V1X6qJbT1e",1
319,"لا بد من فتوى تحريم ومنع التجمعات الكبرى .

بعد مجزرة الأتارب وقبلها الكيماوي ومعها البراميل المتفجرة وقصف الأفران… https://t.co/IpLysvLvWR",1
320,#زلزال.   هل تعلم أن الوهابي يكره الشيعه لأن الإمام علي عليه السلام قتل اجدادهم في بدر وحنين وغيرها  ولايستطيعون ال… https://t.co/5cwVKimKwo,1
321,لسان حال الشيعة اللبنانيين في السعودية : يا عنا متل هالراعي ....,0
322,"اسمع ماذا تقول الممثله العراقيه
عن الشيعة مثل الكلاب  #العراق #الكويت #كربلاء #البحرين 
#ايران
#القطيف 
#اليمن
https://t.co/bxrXnxntlu""
#قطر",1
323,"المعمم المهاجر: في دولة المهدي ستعطى قوة ٤٠ رجلا .. ويطول عمرك حتى يكون عندك ١٠٠٠ صبي و٣٠٠٠ أنثى !

#الشيعة #العراق… https://t.co/VuBEEm6MLC",1
324,جرائم و انتهاكات الحكومه حيدر العبادي # الحشد الشعبي # الجيش الشيعي العراقي https://t.co/Q1m6selUaO,1
325,"#رسول_الله صلى الله عليه وآله:
من صلى علي ولم يصلي على آلي لم يجد ريح الجنة.

#وسائل_الشيعة

@4ShiaRT",0
326,انا رأيي بقى في ضوء الاحداث دي البلاد ال عايزة تمثل السنه و البلاد ال عايزة تمثل الشيعه يعيدو تمثيل الفتنه الكبرى و… https://t.co/8Kupzws5Fi,0
327,"من علامات غلاة الشيعة اعتقادهم:
الائمة مفوضون بأمر الكون/بناء الكون من أجلهم/علمهم الأئمة بالغيب/محبة الأئمة كافية لدخول الجنة.",1
328,#محمد_بن_سلمان_يبهر_العالم وش تفسير رؤية الشيعة باالمنام لانني بحثت فلم اجد الجواب اللازم,0
329,"لو كان نديرو مقارنة بين عدد الشيعة في الجزائر و عدد السراقين, نلقاو السراقين أكثر, بالصح سي أويحيى خايف من الشيعة؟؟",1
330,"بعد ماكانوا اليهود والنصارى أفضل من الشيعه 
الآن أصبحوا متساوين 
في تقدم الحمدلله https://t.co/wB5FCBAZZ8",0
331,مدينة كرمنشاه الايرانيه ٤٠٪من سكانها هم من اهل السنه على المذهب الشافعي وباقي عرب واكراد وقليل شيعه ومع ذالك حكومه… https://t.co/gHIdAdbwyP,1
332,ولاء الشيعي الرافضي لطائفته بقيادة الدجال الصفوي عدو الله خامنئي و ليس للروافض ولاء لأوطانهم التي يعيشون فيها و يحم… https://t.co/9CpFdQKEVZ,1
333,"أيها الخنزير كيف تكذب ولاكن لأعجب فأنت خريج الحوزات القذره المليئه بلحقد والسفالة
من ابتدأت ثورة الخميني المنحط
دخل… https://t.co/oGzSncSzxx",1
334,"سياسة الهوية : هل تشمل اصلاحات ولي العهد السعودي حقوق الشيعة في المملكة ؟

تقارير وتحقيقات
https://t.co/8wzIJNFAmG… https://t.co/5sIKQyQsid",0
335,"#الجزائر
#الشيعة الأحمدية و #داعش تحاول إغراق الجزائر بـ450 كتاب
https://t.co/Njbp0uZP43 https://t.co/vQF2XCJ3DT",1
336,سمو أمير دولة #الكويت الشيخ صباح حفظه الله ووفقه لكل خير يبذل جهودا حثيثة منذ رمضان الفائت للصلح بين #قطر وبين الدو… https://t.co/dbVQf0GFOp,0
337,صنعت إيران الوثنية مَعلماً كبيراً عبارة عن تمثال للنعال الفارسي نعال كسرى و تحت النعال رمز العرب ، الشماغ العربي… https://t.co/u0Ih2kJVjG,1
338,"اشرف ريفي 
سعد الحريري ماينكر على الشيعة 
طيب الشيعة ليش ماينتخبون 
من الديانات اللي بلبنان هم عنصريين 
وهدفهم تدمير لبنان",1
339,يا عبدالله منيع ماشفناك صليت في مسجد من مساجد الشيعه ولا حجي جرايد للرأي العام ❗️ https://t.co/phzZwKyN2b,0
340,لا تحسبوه شرا لكم ،بل هو خير لكم: لو حكم الشيعة بالعدل وهذا محال، من يوم تسلمهم الحكم بعد الاحتلال وأصبح العراق مزد… https://t.co/RnrdkRJXmi,1
341,شاهد ماشفش حاجه: شوف بعينك مهزلة الشيعة وحمد ربك علي نعمة العقل و أنك سني https://t.co/4xxmLYHo8q عبر @YouTube,1
342,شاهد ماشفش حاجه: شوف بعينك مهزلة الشيعة وحمد ربك علي نعمة العقل و أنك سني https://t.co/4xxmLYpNgS عبر @YouTube,1
343,هذا نتاج الفكر الشيعي انحطاط وتجحيش كامل ومتكامل https://t.co/TSVNKuclKM,1
344,هه مساجد الشيعه ومساجد السنه هم بيوت الله تعالى نصلي لله فأكيد يجوز الصلاة فيهم !! انا اصلي بأقرب مسجد عند دخول وقت… https://t.co/IxImFJeCY0,0
345,"الانسنة هي الحل 
قرات بوستات وتغريدات وسرني ان العرب كانوا متعاطفين مع الشعب العراقي وهو يعيش ساعات قلقة ومخيفة لم… https://t.co/xiWdFXkgyR",0
346,"عقيدة الأخوان تطالب وتشجع علي المد الشيعي 
ما السر الذي يوحد ويجمع الأخوان بالمجوس
ضد الأسلام ؟؟؟؟؟!!!!! https://t.co/0c2H9GAAb5",1
347,تظاهرات لطلبة الوقف الشيعي امام رئاسة جامعة البصرة https://t.co/iGtiAQdwTL,0
348,"عجبت لمن يرى في الشيعة شرف المقاومة
و
يتهم ثوار سوريا بالإرهاب !!",1
349,صمت #هيئة_الأمم_الصليبية على منكرات وموبقات وجرائم الحقد الشيعي يثبت أنهم اليد القذرة للصليبين في حربهم الصليبية ضد… https://t.co/VP0Z5eDDhb,1
350,الحوار مع بهائم السنة حول خطر الشيعة يعتبر مضيعة للوقت، ثبت بالتجربة في سوريا والعراق ولبنان أن هؤلاء البهائم لا يف… https://t.co/b5dTWfAVSO,1
351,"لقاء آية الله المرعشي النجفي مع صاحب العصر.
https://t.co/GOoYCZdWrc
#الإمام_المهدي #كربلاء #النجف #الشيعة #السنة… https://t.co/3SK0KZnbtY",0
352,على طاولة التشريح ق 2  - ح24 عقل الشيعي,0
353,"#زلزال_ايران
اللهم أنزل غضبك و مقتك على الشيعة و اليهود و من والاهم فى مشارق الأرض و مغاربها يا رب العالمين.",1
354,مثقفين الشيعه و وجهائهم فالسعودية جبناء https://t.co/xQIZ345BjG,1
355,على لبنان تقديم شكوى للآمم المتحدةتطالب فيها بسرعة أرسال قوة من الآمم المتحدةتحضر للبنان لتنزع أسلحة ميلشيات حزب ال… https://t.co/vGf8Zd7wmY,1
356,"# أزمة - لبنان
تعادل بين الشيعة والسنة  1-1
الشيعة ينتظرون موسى الصدر و السنة ينتظرون سعد الحريري فوووووت ضربات ترجيح و خلّصونا من هذه القصة",0
357,"تغريداته تدل ع وضاعته وسفالته ومدى حرقة قلبه من الشيعه لسبب ما
والشرهه مو عليه ابدا لانه خُلق وضيعاسافلا بل على من… https://t.co/DvRPjAKfXI",0
358,"Retweeted فيصل القاسم (@kasimf):

هل الداعشي السني متخرج من جبال أفغانستان، والداعشي الشيعي متخرج من جامعات... https://t.co/7OWZt8Lpsb",1
359,الرجل لم يقل عن الخليج الا كل خير وقولكم انه يضرم نار الطائفيه اقول  كل شخص لا يؤمن بحقارة الشيعه جبان #يوسف_علاونة_يحرض_على_قتل_اللبنانيين,1
360,"الناس هاذي ماتجي غصب وعـناد
الــوضــع يبـغـالـه هـــدوء وتـأنـي
٠
تـبـي تدقـق عـدك بـوسط بـغداد
الطـبع واحــد رد هـ… https://t.co/pPBbtE9hti",0
361,#الوقف_الشيعي يستحوذ على #عقارات وزارة #المالية https://t.co/1mnKII3ZEI,1
362,الى المتغافلين عن دين #الرافضة هذي بعض حقائقهم في رموز اهل #الأسلام طعن وتكفير وسب يكفرون اصحاب النبي صلى الله عليه… https://t.co/ZZC1TaIopy,1
363,"شـهـقة أرض لا مـو هـزّة أرضيّـة

لـتخافون كلـها الشيـعة محميّـة

هـاي ارض العـراق اتـودّع الـزوّار

مـن بعـد الزّيـ… https://t.co/VQYvf8BMIh",0
364,لما أيران تمول وتسلح شيعة لبنان فى حزب الله اللبنانى الشيعى فلن تنتفع من ذلك لا أيران ولا لبنان لآنه يوجد جيشا وطني… https://t.co/4j5D3lx6go,1
365,"أفيغدور ليبرمان شدد على أن #إسرائيل لن تسمح بترسيخ المحور الشيعي بـ #سوريا كقاعدة عمل أمامية 
https://t.co/DGUubHoyCD",0
366,"«الشيعة البيض» المناهضين لسياسة حزب الله هم من المقرّبين إلى قلب وليد البخاري 
#السعودية 
https://t.co/IejNbaB4un",0
367,لمن يحاول تشوية الصورة الحقيقية من وسائل الإعلام وأفراد هكذا هم الشيعة… https://t.co/o8zPCtdKlD,1
368,علم الاصول الناصبي كيف اخترق الفكر الشيعي https://t.co/7lzjJs465G,0
369,كانت دعوةالسيدالبدي لهامخططاتها الخفية نسجتها أيادي شيعيةآثمة وعقول غيرمرضية  يذكربعض الباحثين أن الشيعة هم الذين أ… https://t.co/tltCDnw4eD,1
370,"#يوسف_علاونه_يسب_اسلام_اهل_اليمن

هاشتاق تفوح منه رائحه الشيعه والاخونج

يوسف علاونه لم يسيء لليمن بل كان يقصد الحوثيين وارجعوا للمقطع",1
371,حسن نصر الله أيها الشيعى القذر وجه تهديداتك وصواريخك لتل أبيب بديلا عن سفاهتك  الفاضحه لخراب لبنان حينها ستهرب مثل فأر مذعور,1
372,"""التحالف الوطني الشيعي"" الحاكم يتهم كل من يمكن أن يشعر به منافسا من الشيعة بالانتماء للبعث، ومن السنة بالإرهاب.
بحس… https://t.co/gRvrvxeUSg",0
373,"وقف مع وليد جنبلاط الدرزي حين طلبته سوريا لمحاكمته.
وقف مع حزب الله الشيعي حين حاربته كل دول العالم وتآمر عليه الدا… https://t.co/iPqDoxwLie",1
374,واهم ثم واهم من يعتقد أن الشيعه ضد الصهيون المحتلين  فهم المستفيد الأوحد على الإطلاق بالنزاع فى لبنان لطى صفحة فلسطين للأبد,1
375,سوق نخاسة الشيعة https://t.co/Choru1jFxm,1
376,احنا الشيعة هزتنا باجر,0
377,شاهد فتوحات للشيعة عبر تاريخ من  الشيعة أذكى من دول الخليج  لطالما خليج مو زلم والخل بيد إسرائيل لماذا لم يندمجون م… https://t.co/qEiV3BoN3c,0
378,"المعمم الشيعي المنافق
والكاذب صديق ابليس وهتلر
ضحكت حتي وقعت من كرسي😂 https://t.co/kME2Zn8vdb",1
379,"#مفارقة
اكثر مذهب يتم مهاجمته بمواقع التواصل هو المذهب الجعفري الشيعي ومع ذلك يحتل المركز الاول بنسبة استقطاب ابناء… https://t.co/gw1A5fBaSy",0
380,جاء الفرس المعممين اصحاب المتعه   بثورتهم ، فحولوا الشيعة العرب إلى عبيد أذلاء ، وعملاء جبناء ، وخناجر في خواصر أخو… https://t.co/cW8Zw4MfnY,1
381,"عم تتخايل لو السعودية حاجزين الرئيس برّي ؟
كانو الشيعة راحو جابو وجابو الكعبة بطريقن😁",1
382,الشيخ فراج الصهيبي يرد على متصل من عوام الشيعة ويوضح له أن القرآن ينقض ع... https://t.co/jTUxYmB6uq,0
383,سيد شيعي يفضح قنواة الشيعة الفاجره الكاذبه وتخاريفهم https://t.co/lrk8l1lK40,1
384,يبحثون عن كل شئ مفاده دمار الشيعه ابتدائا من المال مقابل الدم مرورا بكل ماهو مضر انتهاء بنتائجH.A.A.R.P وكلها تفشل… https://t.co/0BVMAls4LW,1
385,"إيران بلد الشيعه والمافيات الاجراميه
الارهابيه الله لا يغيب بلاء ولا مصيبه ولا وباء إلا وانزلته عليهم ربي يعاقب فيه… https://t.co/IiDvjagz2M",1
386,سنّي يسأل صديقه الشيعي اجتكم الهزه الارضيه احنا اليوم عندنا الهزه جاوبه الشيعي لا احنا بكرا نمشي على السيد السيستاني,0
387,"#والله سعد الحريري . 
  مع الاحترام له .. مثل الطامح وراحم ايرضونها . قالت مرجع غير ايغير طبعه
 الشيعه ياسعد يمشون… https://t.co/Hf3fdYXNXA",1
388,"#earthquake
شكرا يا الهي لان خليت الهزة الارضية بكل مناطق العراق  
حتى نخلص من سالفة الشيعة و السنة و الاكراد  
#هزة_ارضية_بالعراق",1
389,شاهد سيد الشيعة جاسم الموسوي انا بموووت بموووت لاتسألني يارامي؟!! https://t.co/aHt3ND65ne,0
390,"#الوقف_الشيعي يستحوذ على ""عقار"" من وزارة المالية.

#وكالة_يقين

https://t.co/XWvLGq4cva",0
391,روايات الشيعة تكشف لنا ان هناك انتقاما منتظرا سيحل على المخالفين للشيعة من هم المخالفين؟!! هل هم الصهاينة أو البوذي… https://t.co/5sUUVPgEBq,0
392,هل سيهتدي سيد الشيعة عبد الله الظاهري والشيعة بعد هذا الإتصال https://t.co/uhB8SIwGrm,0
393,السلفيه الجهاديه بأختلاف المسميات القاعده النصره دعش هى نتاج فكر شيطانى للمخابرات الأمريكيه والبريطانيه ومذهب الشيع… https://t.co/rgcRLhaUWA,1
394,أمير الغالبي سيد الشيعة يعجز ويتهرب بطريقة مخزية من رامي عيسى https://t.co/Ygm6DLQfHy,1
395,"#ايران تستغل آلاف اللاجئين من الأفغان الشيعة في حربها الدموية في سوريا.. ما مصيرهم عندما تنتهي الحرب؟!
تقرير  صحيفة… https://t.co/shXRkMvoFx",0
396,سبحان الله اينما يتواجد الشيعه الروافض تتواجد المشاكل والفوضى والخراب والدمار والقتل والشرك انجاس حقيره ينشرون قذار… https://t.co/PB5GgcInhi,1
397,"جاء عند أحمد في فضائل الصحابة (١١٢٦):

عن عاصم بن ضمرة قال: 
قلت للحسن بن علي إن الشيعة يزعمون أن عليا يرجع (*)، قا… https://t.co/NGVw39G1C4",1
398,#زلزال_ايران اللهم لا شماتة قلبي مع السنة والاطفال والبسطاء من مخدوعين الشيعة والحيوانات خاصة قططهم الشيرازية 🐈😢💔,1
399,"نسأل الله السلامه
الشيعة وما أدرائك ما الشيعة !!!
يقولون أن هذه تربة من النجف وكان يمشي عليها الحسين ويتباركون بالم… https://t.co/MEp0uaI8IO",1
400,"قال الحسن البصري: 

سنتكم والذي لا إله إلا هو

*بين الغالي والجافي والمترف
 والجاهل فاصبروا عليها*

فإن أهل السنة أ… https://t.co/pjW8uHiBEL",1
401,"❉ ـ البدعة كالسرطان ـ ❉

قال العلاّمة ابن عثيمين : رحمه الله

ينبغي لأهل العلم إذا رأوا في صفوفهم مبتدعا أن يطردوه… https://t.co/YaUFhtrXlK",0
402,"من روائع شيخ الاسلام.
..وجوه أهل السنَّة والطاعة كلما كبروا ازداد حسنها وبهاؤها، حتى يكون أحدهم في كبره أحسن وأجمل منه في صغره.
الاستقامة",0
403,"ندعو اهل السنة للحوار العلمي!
#اسلاميات #اوامر_ملكية #سوريا 
#درر_الكلام  #عقائد_الاسلام https://t.co/Rhd1lpbFGA",0
404,آخر تغريدتين بكتبن لاني بدخل تويتر كل ست شهور مرة بإجازتي اما ايها المنافقون يا من تدعون انكم من اهل السنة امثال الهاروش والدغيم والجاجة و,1
405,2-الزبير الغزي:الذي ترك جهاد اليهود في فلسطين وأتي ليفتي بقتل أهل السنة بالشام,0
406,لمادا اهل السنة والرأي العام عندهم يثور على حكامهم ادا ساندوا حاكم عربي سنى دكتاتور بينما لا يثور الشيعه عندما تقف… https://t.co/1nyAPCYxTf,1
407,"من ينتقد عقائد الإباضية فهو طائفي مثير للفتنة
ومن يصف أهل السنة بالحشوية والمجسّمة والوهّابية
فهو باحث وناقد علمي و… https://t.co/xQk7MvJfGN",1
408,"عماني ينتقد نشر الإباضية لموروثهم المليء بالطوام لأن هناك من يترصد وينصحهم بعدم مهاجمة أهل السنة 

https://t.co/VoU4rpal53",0
409,"والله انا احترت في اهل السنه هل هم اغبيا ام يتغابون كل اعدائهم متحدون 
النصارى متحدون عليهم
الشيعه متحدون عليهم
كل… https://t.co/BSccl0TXHU",1
410,اللهم إنا نستودعك غزة وأهلها وكل بقاع أهل السنة فتولاهم بحفظك ورعايتك واحفظ دمائهم وأعراضهم يامن لا تضيع عندك الودائع,0
411,أهل السنة أعرف الناس بالحق، و الحق الصافي عندهم وحدهم ~ العلامة عبيد الجابري -حفظه الله,0
412,نسمع ضجيج في الأمم المتحده ومنضمات حقوق الانسان جراء مقتل3في امريكأ بينمأ يتعرضون أهل السنه في العراق وسوريا للاباده دون أن يتحرك لهاساكنن,0
413,"عروس البحر ما عشقت سواك
السنى منك والبهاء بهاك
كم عرفت الهوى على شاطئيك
ورشفت الرحيق بين رباك
#سكان_جدة… https://t.co/50VE8dxwru",0
414,"#مخالفات_الزيدية_لآل_البيت 
بعد أن طبع #الزيدية كتاب الجامع الكافي 
لم يطبعوا معه المسائل العقائدية التي توافق أهل… https://t.co/BQhIN904pA",0
415,أن تشرب قهوة مع صديقك اليهودي ثم تذهبان لزيارة صديقكم المُلحد فتلقيان التحية على بائعة الورود الهندوسية فتجدان المس… https://t.co/aPAFS7xhyh,0
416,إن الذي يحب الله لا يمكن أن يكره البشر حب الشيعي يحبك السني,0
417,اللهم صَلِّ وسلم وَبَارِكْ على شفيعنا محمد المبعوث بين يدي الساعة صاحب الحوض والشفاعة وأفضل من دعا بالخير اتباعه فل… https://t.co/V9xJjY4nH2,0
418,"🔹خطورة التسرع في التكفير🔸
.
قال ﷺ
.
إذا قال الرجلُ لأخيه يا كافر
فقد باء به أحدهما
.
• رواه البخاري •
.
📌قال ابن عب… https://t.co/77WpecSSkJ",0
419,قبل احتلال العراق كان السني والشيعي اخوه وجيران وانساب واصحاب وعندما تم احتلالها من اليهود وال سعود زرعو الطايفيه... https://t.co/WO7L8amUkx,0
420,"من أصول أهل السنة والجماعة :-
- السمع والطاعة لأولياء الأمور مع عدم التحريض عليهم 
فقد صح عن النبي ﷺ ( اسمع واطع لل… https://t.co/SbMkEFUDbQ",0
421,"من تناقضات الخوارج الإباضية 

يشنعّون على أهل السنة ويكفّروونهم ويدّعون أنهم على باطل , وفي المقابل نجد كتبنا من مص… https://t.co/tcrWnBZWOw",1
422,"من تناقضات الخوارج الإباضية 
يتهمون أهل السنة بالتكفيرين وحين نتساءل: مامصير الذي يموت على غير المذهب الاباضي ؟ لم… https://t.co/LEKslstmEL",1
423,"!!!.

*أنتهت المسرحية* ..
بعدما أفسدت جهاد أهل السنة في سوريا ضد النصيري الخبيث ومن معه من ميلشيات المجوس، وقد كانو… https://t.co/4naj6Q2NrV",0
424,فرح كثير من الناس بزلزال إيران و عدوه انتقاما ربانيا من إيران لجرائمها في الشام و لكن المصيبة هي ان جل المصابين من اهل السنة,1
425,"كش ملك أنتهت المسرحية* ..
بعدما قِيد شبان المسلمين إلى السجون؛ بشبهة الانتماء لداعش!!.

* كش ملك أنتهت المسرحية* 
ب… https://t.co/uYt8VFBwpp",0
426,"سؤال لكل شيعي منصف يعيش في الدول الخليج
ما الفرق بين وضعك المعيشي في دولتك وبين وضع السني في الأحواز و بلوشستان https://t.co/yfkxSlrBiT",0
427,".
لكل عِلم من العلوم الشرعية :

#القرآن_وعلومه
#العقيدة
#الحديث
#الفقه

غلاةٌ ومتنطعون فتجنب سبيلهم ولكي تعرفهم انظ… https://t.co/YJ4y1HKYS6",0
428,في الوقت حالي خذوا راحتكم اضحكوا وانبسطوا واستهزواء اعتبروا كلامنا مجرد اشاعات إذا انتم تعرفوا اهل السنة والجماعة… https://t.co/ckWTys2awl,0
429,"عقيدة وتوحيد 
كان الترمذي والأوزاعي ومالك وابن المبارك وغيرهم رحمهم الله يقولون:فيما وصف الله  به نفسه ورسوله أمروه… https://t.co/0dh2HtLgg9",0
430,"نحن بأمس الحاجه الى حكيم بقدر المغفور له الحسين بن طلال ,,من ذكريات حكمته ,,سأله صحفي أيراني  يا جلالة الملك هل أنت… https://t.co/iLEytZjAOS",0
431,"2
فها هي قطعان الجولاني اليوم تُعمل في أهل السنة و مدنهم الآمنة قتلا وقصفاً بدعاوي باطلة ما أنزل الله بها من سلطان،… https://t.co/jio7LKHcAc",0
432,هل انسلخ النظام السعودي من الإنتساب إلى الإسلام الوسطي المعتدل السني بزج علماءه بالسجون ويرحب بكل عدو للمسلمين نصراني يهودي رافضي وثني؟,1
433,ليس من عمل أهل السنة في شَيْءٍ من يطعن في حكام المسلمين أو يقلل من شأنهم أمام العّامة أو يعّرض بهم بين الجهلة،بل ين… https://t.co/CNu8ZkK5UZ,0
434,وهل الحوثي برئ من قتل الأطفال والنساء و قنصهم في دماج وغيرها ومنها الجنوب السني الأبي الذي لم يرض بهيمنة الشيعة على… https://t.co/GyDIjzBiW9,1
435,الفرق في أيامنا الحالية هو أن القادة نفسهم في هذه البلدان من مذاهب شيعية أو طائفية و لا تنتمي للمذهب السني، كان الأ… https://t.co/ttew3hqPa9,0
436,تلك الرؤوس التي إذا تمددت زراعتها أكثر مما هي مزروعة في بلاد الإسلام فإننا نخشى أن يأتي علينا إذا لم تقطف هذه الأعش… https://t.co/TRDfFlTXPg,0
437,"اللعبة في سوريا والعراق 
إذا لم يكن لديك مشروع فأنت الضحية 
إنها لعبة مشاريع تتم فوق دماء .. السنة 
اللهم مكن #مشروع_التيار_السني",0
