id,Text,Label
253,#اليوم_السابع | #وزيرة_الهجرة: أتابع مع الخارجية حادث الاعتداء على العامل المصرى بالأردن,1
254,"""انتم كلكم منافقون وزارة الخارجية المصرية  قالت إن مافيش اعتداء على العمالة المصرية بالأردن كافية استخفاف بعقول الناس  ارحمونا""",2
255,روحي هناك ووكلي له محامي واعملي له سند,1
256, تحرش بها في الحافلة و الفتاة مستمتعة !!! :O,0
257,"""نفسي اعرف لازمة وزارة الخارجية المصرية؟؟؟  انا اعمل بالخارج ومشوفتش ليها اي لازمة""",1
258,الى كل الإخوة في مصر تمت مساء هذا اليوم المصالحة وأغلقت القضية,1
259,علي البركه يا حاجه متجيش في حاجه وحشه,1
260,هى وزيره حلوه بس نايمه على ودانها  مش اتصالحو واتصورو مع بعض كمان,1
261,ناس تعبانة,1
262,يا رب,1
263,عايزين نتيجة مش رغى,1
264,الرئيس #السيسى: مهم جداً أن نختار جيداً من يمثلنا في البرلمان بكل حرص وأطالب كل الشباب بالنزول إلى صناديق الأقتراع ,1
265,وهو فين الشباب ام في المقابر او المستشفيات او خايفين مطاردين خارج البلد او في المعتقلات,1
266,سما المصري هههههههههه تمثلنا ف الخلاعه,2
267,يمثلك انت يعنى معرصين مثلك,0
268,اذا كان مخترناكش اصﻻ وربنا بالينا بيك يعني جات ع النواب يﻻ ليكم يوم,1
269,طالما فيه حصانة للعضو وامتيازات لكونه برلمانى يبقى هدفه السلطة والسرقة نختار ازاى ونتخب مين لازم يكون عمل خدمى ولصالح مصر فقط,1
270,أكيد بيتكلم مع الناس بتوعه عشان يجيبو أنس بتحبه  وما تعرضوش,2
271,ابئو قابلوني,1
272,منين ياحسرة ومعظم المرشحين زبالة,2
273,"""وانا مش عايز انتخب يا عرص  أنا حر وبراحتي بقي""",0
274, والله ابن حلال يا أخي هذا الرجل فعلا يقتل القتيل وبمشي بجنازتو,2
275,بالفيديو.. جرائم #الإخوان فى حق المصريين.. حتى لا ننسى,1
276,جريدة معرضة وكذابة كل حاجة اخوان يا مفضوحين طيب وجرائم العرص فى حق المتظاهرين الثوار فين فين يايهود والله انتم اوساخ وعار على مصر,0
277,في ايه ياعم ياسر هوانت لازم كل يوم تحرق دمنا على الصبح كده مش كفايه قنوات التعريض بتعتهم  اليوم السابع دى ابو التعريض,0
278,ههههههههه معلش يا حماتى الغالية اعمل اية بس دمى اتحرق من الخبر القذر وكذبهم وتلفيق اتهمات على ناس اشرف منهم حقك علي,2
279,والله الواحد قرب يجيلو الضغط والسكر من اعلام العار ده,2
280,بعد الشر عليكى والمصيبة انى فية بهايم بيصدقوا كلامهم وشاربين جهل كامل الدسم حاجة تفقع المرارة الله يحرقهم بغاز,2
281,اخذت الاذن قبل النشر  ولا الفيديو ده اخده من اسيادك,2
282, الذي قتلهم هو تقصير المسئول عن تدريبهم و كفاكم تلبيس اي حاجه علي في الاخوان و تعليق خيبت من تطبلون له عليهم,1
283,هو كل حاجه اخوان يا ولاد الوسخه,0
284,ياولاد الوسخه يامعرصين ياكدابين ياولاد الكلب,0
285,مفيش حمار بيتكلم زى البنى الادم بس في بنى ادمين بيتكلموا شبه الحمير زى اليوم السابع,2
286,"""زعزوع: ""#السيسى"" يوافق على وضع صوره الخاصة على حملة السياحة ""هى دى مصر""""",1
287,هههه بايخه قول له بلاش,1
288,ياسنه سوخة !!!!!,1
289,يبقى كده ضمنا فشلها,1
290,"""هو النفاق مش ناوى يفارق الوزرا بتوع بلدنا شويه  كفياكم بقه متزودهاش""",2
291,ههههههههههههههه مبروك عليكوا,1
292,مصر بتراثها و تاريخها اختزلت في السيسي,2
293,والله انها أكبر مصيبه ل مصر وجود السيسي واذكر كلامي,2
294,ههه ولا مصري يتطلم من اردني,1
295,مافيهاش حاجه.دي أكبر دعاية لمصر.,1
296,""" السيسي رجع زعزوع الوزارة فبيجامله  وحيعمله حملة دعائية بصوره  عزبة السيسي ترحب بالسادة الزوار""",2
297,#محمد_البرادعى: زيادة الضحايا المدنيين فى العمليات العسكرية أمر غير أخلاقى,1
298,يا جماعة البرادعى انسان نكرة بلاش تهتمو لتصريحاته,2
299,والمتاجرة بعقول البسطاء والفقراء واصحاب العوز ماذا تسميه؟ فهناك من يموتون بغير سلاح ولارصاص وبالتالى هو امر غير اخلاقى ايضاً,2
300,رجل عرص اوى,0
301, بس داعش لما تذبح الناس يبقى ok فعلا بوب أو بوبي,2
302, اصل العساكر والجنود ولاد كلب يعني,0
303,حمرا,0
304,هههه وحياة امك,0
305,اخرس ياعديم الاخلاق,2
306,هو يا راجل انتا مش قولنالك اسكت وبطل تهتهه يخربيتك يا كلب يا عميل الصهينه والامريكان امك عامله ايه,0
307,ياواطى معلقتش ولا كلمة على المستشفى اللى انضربت من اولياء نعمتك فى افغانستان ومات وعشرين واحد مات غير الاصابات ولا دول مش مدنيين,0
308,"""#أردوغان يواصل استفزازاته ويرفع ""#رابعة"" بمؤتمر حول ضربات #روسيا فى #سوريا""",1
309,محة لسع  لانه يعرف ان بوتن نومة فى الدرة وعمل ما طالبة به السيسى ... العباسية قريبا سترحب بقناوى هنادى التركى.. البس القميص يقناوى,2
310,"""دي ساحت خالص منك 😂😂  قال عمل الي طلبه السيسي دي توازنات قوي عالميه سيسك خارجها من زمان""",2
311,"""انت بتهر  اردوغان بريالة  سيبك منة ياعم  ارفع معاة اشارة رابعة  هى  هى  هى  بنرفع معاك اردوغان""",2
312,الدوج الارداتى خلوةيحطها على علم تركيا,2
313,هههههه لما العرص يحط دي ✌ علي النسر الحزين,0
314,راجل مش عرص زي سيدك,0
315,ما تخافيش من الهبلة خاف من عيالها,2
316,طظظظ فيك وفي رابعة بتاعتك خليها تاكلك بقى,0
317,اهبل ذي مرسي,2
318,"""خرفان السيسي محروقين  خاف يا أردوغان""",2
319,"""#أبو_هشيمة: ""أنا رجل عصامى بدأت من الصفر وكنت بشتغل 19 ساعة يوميًا""""",1
320,ماهو أحمد عز كان حرامى قصدى عصامى زيك بالظبط يابن الحرامى قصدى العصامى,2
321,بيستخفوا عقولنا ولا ايه بالظبط وكمان طلع اخوانى  متخفى,1
322,صفر ايه وحياه امك اللى ابتديت منه بلا فقعه,0
323, وكمان اخوانى يابن المنفوخه,2
324, لو19 سعه شغل يخلوك تتجوز هيفاء وهبى أنا مستعد أشتغل سنه كل يوم ياحيلة أمك وأجوز نانسى وهيفا وروبى,0
325,وحياة أمك دانت لواشتغلت 200 ساعه فى اليوم متعملش ربع المليارات اللى عندك ياولاد الحرميه متستفذوش الشعب اللى انتو بتسرقوه,0
326,كلهم بيقولوا كدة انا راجل عصامي .... يا واد يا جامد :D,1
327,بتشتغل 19 ساعة فى اية؟؟ هل كما يشاع فى التهريب لما كان بابا مدير أمن بورسعيد ولا لما كان فى ميناء دمياط ؟؟,2
328,انا بشتغل 14 ساعة ومش لاقى اكل,1
329,انت خروف قطرى.... متنخفى,2
330,"""فى عيدهم المنسى تحية للفلاحين المنتجين المحرومين . أصل مصر . سادة الصبر الحكيم والعرق الشريف وطول الأمل وانتصار الأخضر على الزمان البور.""",1
331,أأكبر غلط عملته في حياتي ان في يوم من الأيام قلت نعم في الانتخابات لحد زايك أأنا مخنوق منك ومش طايق اشوف صورتك,2
332,انت بقيت مكروها من مؤيدين السيسي والاخوان و٦ابريل واشتراكيين والنور حاول تخرج بره مصر افضل ليك من الاهانه دي,2
333, لا واضح انه بقي بيتكيف من الشتيمه وقلة القيمه,2
334,"""انت ليه كئيب وبتبث طاقة سلبية ؟  متعرفش تقول كلمتين كويسين للناس من غير ما تدب كلام كئيب ومحبط ؟""",2
335,ياساتر يارب الراجل ده بيفكرني بالمعدده بتاعة الجنازات,2
336,""" انت عايز تولع في دين ابو البلد وخلاص وعمال تلغوص ب كلام هرتله  انت اكبر مثال علي الحقد الطبقي""",0
337,انت فين يابو سلمي بقالك كتير مش ظاهر😂😂قلقت عليك والله ليكون جالك جلطة والا سكته قلبيه والا شلل خضتنا عليك وانت زي القرد أهو😂,2
338,والله السجن و القمع لأمثال حمدين رحمة للبلد بعد ما أتكشف هو ورفاق النضال ٤سنين شوفنا القرف بسببهم,2
339, انت لسه عايش يا فاشل يا ابن الفاشل  هههههههههههههههههههههههه,0
340,خش نام يا كومبارس الانتخابات و ملكش دعوه بالفلاحين ...,2
341,"""أهنئ  أهلنا فى المطرية بالإفراج عن الصيادين بعد عناء احتجازهم الطويل. شكرا لاستجابة السلطات فى السودان الشقيق وتحية لمساعى الخارجية المصرية.""",1
342,خليك في حالك البركه في رئيسنا,1
343,مش واخد باله أنه تدخل السيسي ياعيني مش قادر ينطقها طب السيسي بعتلهم طيارة خاصة تجبهم مسمعتش عن دى كمان,1
344,حج حمدين ام وجدي غنيم بتسلم عليك وبتقولك النهاردة كان في احتفال بافتتاح القناة الجديدة وعاوزة الطشت بتاعها,2
345,اخرس يا عرصين .. هو انت لسه ليك نفس تتكلم.. لما الاخوان وحشين جوزت أختك لمحمد عامر مرشحهم للشورى ٢٠٠٥ و القيادي الإخواني ليه؟,0
346,وماذا عن المحتجزين في زنازين الانقلاب .. بينت على حقيقتك يا كمبارس,2
347, الانقلاب ده عند امك يا لوح !!!!,0
348,نفسي الاقي واحد من الانقلابيين يرد مش يردح  .. بس ماعندكم غير الردح .. الله لا يحرمكم السفالة,2
349,دا انت مش عامل فولو للريس يا حمدين!!ولا تويتة عن قناه السويس و الفرحة ال في البلد!!النبي اتوكس والعب ف خرة الاسد,2
350,قشطه عليك يابو سلمي..بس ايه رأيك في سيدك السيسي ..اشكره انه عبرك وارسل لك دعوه لحضور اﻻحتفال ..انت جزمه وﻻ تسوي ياحمضين,0
351,انت اكبر واحد منافق معاكم معكم عليكم عليكم خاين لمصر,2
352,"""23 يوليو الثورة الأعظم إنجازا وانحيازا للأغلبية فى تاريخ مصر. تحيةللشعب القائدالمعلم وطليعته الثوريةوابنه البار  جمال عبدالناصرناصر الفقراء.""",1
353,الله يلعنك انت وهو قول أمين,0
354,ليا النعمه لو جمال عبد الناصر يعرف انك هتفضل تتمسح في اسمه والا كان عمل ثورة والا كان ثار😂😂😂 انت راشق في أي سبوبة يا عاطل,2
355,"""هههههههه طلع الخروف اللي جواك ياعرص وجاوب انت فيه رئيس خريج سجون فيه رئيس يتامر علي بلده فيه رئبس يهرب اسرار بلده""",0
356,"""فيه رئيس وﻻءه لعصابه فيه رئيس لبس السلطانيه فيه رئيس مايعرفش لغه اجنبيه فيه رئيس ﻻ يحكم  في رئيس يعمل للعصابه فقط""",1
357,""" لو مش مأثر عليك البرسي شوف مين الي بيتكلم إنجليزي الدكتور و العر# و إذا بتسمع من باسم سوسته دي مشكتك""",2
358,دونت ميكس .جاز والكهول .والدرنك ...وسلم علي الجاسوس ابن سنيه ..المهم ان العصابه الوسخه كلها في السجون .واﻻعدام قادم ﻻ محاله,0
359,"""مش بقولك البرسيم عمل عميلوة  بوريك مقطع ععلشان تفهم لكن نتائج تحاليل الكائن السييساوي متجيبش اكتر من كده""",2
360,كسمك علي كسم مرسي وكسم اﻻخوان كلهم في تلسجون زي الكﻻب ياوﻻد المتناكه ,0
361,جرائم عبد الناصر يا حمدين نا ندمان اني انتخبتك وندمان اني كنت في حملتك  منك لله حسبي الله ونعم الوكيل,2
362,اول واحد بدأ الخراب هو عبدالناصر بتاعكوا ده ... جاتكوا القرف,2
363,"""الإرهاب مهزوم مهما تصاعدت جرائمه.  تحية لأرواح شهدائناالابرار. شعبنا مع جيشنا. مصر أقوى من الإرهاب.""",1
364,كلب العسكر,2
365,"""ضيعتوها يا خونة  ولكن ربك قادر يدير دائرة السوء عليكم ويجعل تدبيركم تدميركم   يا بايع مصر من اجل الكرسى""",2
366,الله يلعنك ويلعن كل واحد برقبته دم بريء انتا سببه,2
367,كس امك,0
368,في إنك إنسان كذاب ومدعي وبترمي إتهامات بالباطل على ناس شرفاء ووطنيين يا أستاذ,2
369,قطه ؟ لأ وكمان طلعت حقير مبتعرفش تتحاور,2
370,انا عمرى ما شفت حد بيتكيف من الشتيمه كده انت راجل هزؤ جدا,2
371,المداخلة الكاملة للسيد #حمدين_صباحي مع الاعلامي وائل الابراشي على خلفية الحادث الارهابي الجبان,1
372,دخيل شعاراتك يا كذاب يا قومجي ,2
373,السيسي هو الارهاب وما حصل انما هو ردة فعل من شعب غاضب,2
374,يخطئ من يعتقد أن الإعدام هو الحل.,1
375,تيجي نجرب معاك كدة ونشوف .. متتهد بقي ربنا يهدك يا راجل يا فاشل,2
376,ههههههه ياسمين اكثر الله من امثالك :)),1
377,اصله هيقرفنا ويقعد يفتي,2
378,طب خشي عالمطبخ ياعجله شوفيلك حاجه اطفحيها ما ينفعش بتخنك ده تقعدي من غير أكل يا ملظلظ انت يا كايدهم,2
379,العجلة دي تبقي امك,0
380,يا ملظظ انت يا مكلبظ يا ابو ليه يا جميل,2
381,الليه دي عندة يا خروف روح مأمأ بعيد يا ابن العجلة بلوك,0
382,هاهاهاهاهاهاها ماعلش جيت عالجرح يا كلبظ,2
383,مرسي نجح ب٥٢٪يدوب مجموع دخله السجن ،، انت جبت ٣٪ نوديك فين ؟! يا دوب عند داعش ف العراق  ربنا يوعدك  بواحد داعشى يروقك كده,2
384,يا فاشل .. هتفضل زباله طول عمرك و عمرك ما هتنضف .. أحب أفكرك بس إن الأصوات الباطله كانت أكتر من الأصوات إللى أخدتها فااااااشل,2
385,"""15 مايو 1948... لن ننسى :فلسطين أرضنا.  ولن نغفر: ( إسرائيل) عدونا.""",1
386,"""بطل هري وياله علي عنبرك يابلحه ميعاد الحقنه جيه😂😂😂😂 انت جي من بره والا جوه يابلحه😜😂😂عدونا هو انتم ياشويه خونه يابتوع البطاطين""",2
387,فلسطين مش ارضنا ولا قضيتنا,1
388,ﻻ فلسطين أرض العرب والمسجد الاقصي قضيه كل مسلم,1
389,عاوزين تعملو شو بطولى على حساب مصر وجيش مصر لو فلسطين فيها راجل يحارب اليهود ويورينا,2
390,تحية من قلب عربي فلسطيني إلى قلب عربي مصري..حمدين صباحي كنت أتمنى فوزك بالإنتخابات الرئاسية المصرية و أنت أهل لذلك,1
391,واحنا لن ننسي انك كومبارس ومعرص ابن وسخة ومهما فعلت ياعلق هتفضل في نظر الكل مجرد كومبارس خخخخخخخخخخخخخختفو عاللي خلفتك,0
392,خدلك اسنيكارز انت مش انت وانت جعان يا حمضييين,2
393,اسمه الكيان الصهيوني مش اسرائيل,1
394,"""امال ايه الحل من وجهة نظرك ؟  عايز المجرمين  يخربوا بلدنا و يفجرونا و يقتلوا أولادنا و احنا نعمل لهم عنابر تسمين ؟""",1
395,يا خائن يا منافق يا آفاق يا نصاب يا فاشل يا وصولى يا محلل  يا مجعراتى انت ضيعت مصر بلدك و بعت دماء الشهدا اترك فلسطين لرجالها,2
396,اقالة وزير العدل هى الحد الأدنى للرد على تصريحاته المشينة المهينة للمصريين .,1
397,طب وبالنسبه للي قتلوا الآلاف واعتقلوهم وعذبوهم حتى الموت في الاقسام دول مش هتقولهم حاجه؟ اللي ماتوا واعتقلوا دول مصريين برضو!,1
398,مش هيرد عليك يا عمر  مش هيرد عليك ... مش هيرد لأنه ماااااات,1
399,"""يعني ايه مات   كان فيه معتقلين هنا ! وتعذيب وقتل  واغتصاب !  دة حتى شفته في انتخابات رئاسية !!""",1
400,هاهاها لسه عايش وبيعرص اهو، انا افتكرته مات فعلا لحد مانط علينا بالتعريصه دي فقلت احا بقى,0
401, يا حمديين ياعرص ؟؟؟ أمك عارفه ؟!,0
402,الحد الأدنى ديه عجبتني منك الصراحه حسستني كده انك دكر ومكنتش هتسكت لو متمش إقالته😂😂انت بقي عملت ايه لما أحمد مكي ضرب موظف!!!,2
403,طبعاً موجود هو الأمل الي احنا عايشين بيه صباحي الأفضل مصري بجد حاسس بينا,1
404,صباحي علي النت و الفضائيات ظاهرة صوتية حنجورية فقط لا غير او كما يقال ضجيج بلا طحين,2
405,"""الصراحه الراجل قال واقع حاصل بس مكانش لازم يفسرها كده فى وشنا  هما بيعمولها صحيح والشعب واخد على قفاه بس توصل البجاحه لكده""",1
406,بس يلا انت جاي تتكلم دلوقتي انت حيوان,2
407,"""يختلف المنصفون على القضاء الشامخ لكنهم يتفقون على القاضى الشامخ: زكريا عبد العزيز. كل التضامن مع المستشار الجليل النبيل رمز استقلال القضاء""",1
408,أفقدتنا الثقة فيك للأسف..انا حزين إني وصلت للرأي ده,1
409,"""هذا الحمدين اصبح دميه في يد العسكر والامارات بس انفضح تدليسه على شتى اﻻصعد كنا فاكرينه مناضل ثورى طلع متواطئ$$""",2
410,حمد الله على السلامه يا كومبرس عصرك وزمانك,2
411,مش بترد على الواتس ليه ياسطى .. رد علوزك بجد با ريس,1
412,"""حمدين سيبك من التطبيل $$الان طلعت الى اﻷضواء تانى ليه روحنا لحمدين الحزب وقابلناه وقلنا مش هقدر اعمل حاجه للمعتقلين""",2
413,"""الان الاعﻵم المصرى المناضل بدأ ينتقد في السيسي حاجه من الاثنين اما مسرحيه علينا او السبوبه خلصت فبيذكروهم""",2
414,خاين زيك ياعبده مشتاق,2
415,"""انت فين يا وسخ.  ايه اخبار رقم  الحظ ٣ معاك. ايه اخبار بنوتك النصابة. عيلة هايله""",2
416, زعﻻن من غيبتك الطويله فرحانلك باستراحة المحارب دي...بس صوتك وحشنا ياابو النضال وثقتنا فيك مابتتهزش يانسر :),1
417,وادام انت بتايده يبقا واطي زيك,0
418,"""تحية للعمال فى عيدهم . وللفلاحين فى سرسو. ولكل الساعين رغم مشقة الطريق الطويل نحو الهدف البعيد النبيل : العدالة الاجتماعية.""",1
419,وللفلاحين ف ايه ياسطا,2
420,سبيه هو خلاص عرف غلطه,1
421,"""انت طلعت من السرداب يا حمتين  فيه تعليمات جديده من مخابرات العرص  وهنشوف طلعتك البهيه قريبا""",0
422,دا مابيخدش تعليمات ولا من مخابرات ولا مكاتب ارشاد ولا بيبتزه مستثورين كل هلاقتهم بالسياسه يسقط يسقط,2
423,""" فعلا بامارة المركز الثالث بعد الاصوات الباطله  اهو كومبارس لتكملة المشهد  هو خلص السبع تلاف جنيه وللا لسه""",2
424,خلصهم وقطر وتركيا بتبعتله حصه مع حصص الخرفان,2
425,"""اردوغان جزمته برقبة الكومبارس بتاعك وامير قطر راجل وعامل كرامه لشعبه في كل مكان  خوش الدرج يا سفنجه""",2
426,طبعا اوليا نعمتكم وتاج راسهم لكن هما وانتم لا ترقوا لاسفل حزمة حمدين..واخيرا ادرك انه حراق لكم ولايتام مبارك,2
427, ياعم اتنيل  ... انت نصاب وبتاجر بهموم الغلابة,2
428,تحية لامك علشان خلفت نطع زيك يا بغل روح يا بنى شوفلك شغلانة كل منها عيش ولا قبضت  الشيك علشان كدة طالع تعمل بلقمتك,0
429,"""الشعب اصدر حكمه النهائي على مبارك منذ  25 يناير، وحكم الشعب أقوى و أبقى . العار للطغاة وان أفلتوا من العقاب . والمجد للشهداء ولو أنكروا دمهم"" ",2
430,حمتتشين حبيبي طير انت الناس العفاريت بتتنطط ادامهم فبلاش تتعور يلا حبيبي طير انت دلوقتي,2
431,حمضين ماتقوم تتطمن على سيشوارك,2
432,واطي واحدة بس ده واطي واطي يعني والغريبة غاوي يتشتم ده مريض ده ولا ايه حمدين غاوي يتهزأ سبحان الله,2
433,بيشتغل عميل يعني ايه بيشتغل ايه ؟؟؟ عميل يا ابني عميل,2
434,"""كلنا معاك وكلنا في الميدان حانستقبلك بأغنية طَلَع البغلُ علينا و عندي مسدس 6 مل أجيبه وأعمَّرُه وأضربك بالجزمه توفيراً للرصاص""",2
435,بس يا كومبارس يا بن الوسخة,0
436,"""حمدين ..... ابقي اتغطي كويس وما تاكلش سمك ولا بيض وهانجوزك هنومة ان شاء الله""",0
437,"""انزل يا حمدين واوعدك حتكون شهيد وتقابل الشهداء  وحياه امي لو شفتك لعملها""",2
438,كسمك يا ابو لمعه يا خول ,0
439,والتيتا في النانا والنانا في التيتا والبابا اوبح اه البابا اوبح,2
440,"""كل ليلة تمضي تعمق معرفتي بهشاشة هؤلاء الأقزام ، وتصغرهم في عيني أكثر #الرئيس""",2
441,ضاعت الاخلاق و القيم و الدليل هذه التعليقات,1
442,دول لجان الكترونية تبع المخابرات وشلة شراميط مش لاقية رجالة .. حريم حكاكه,0
443,من انحرافات صلاح نصر الى مخابرات الشتم و السب و تربية الشراميط.,0
444,بس يا ريس بقى ماتصغرناش ده انت كنت واقف مش عارف انت فين اصلا ده هشام الحرامي كان دريان عنك لما اتمسك,1
445,"""كم انت محترم يا شريف يا مخلص   هؤلاء احقر من اقزام انهم جردان تخاف النور ولا تعيش الا بين مجاري االكواليس!""",2
446,لن ننسى أطفالنا الذين يتمهم الانقلاب الصهيونى,2
447,أفرك حلمات بزازك أحسن هترتاح يا دكتور مرسي,0
448,"""ههههههههههه يحي حامد نٌكتة بجد كٌتقمص جينات العبط من مرسي طيب اقزام وهحاول اصدقك لما اقزام فشختكم يبقي انتم حشرات طبعاَ""",2
449,محكوم اعدام وتغرد ازي بقي يا عصفور,1
450,اسال امك وهى بتتجلد وهى بتتناك,0
451,"""إننا سنحمل وطننا على أكتافنا ، وننصر ثورتنا ، ونعلي قيمها وأهدافها ، ونستنقذ مصرنا من تلك الطغمة المستبدة .  #الرئيس""",1
452,اللهم بحولك وقوتك وكرمك وفضلك رده سالما غانما لمصر وشعبها مرفوع الهامة منصورا,1
453,كل سنة وأنت طيب يا ريس وان شاء الله العيد القادم تكون فى منصبك وسط شعبك بحول الله وقوته,1
454,وانا اجدد البيعة لامك وامه وكسمك علي كسمه,0
455,"""كان ممكن أرد عليك واشتم  بس الله يسامحك""",1
456,طيزك حمرا يا مقلوب,0
457,يلا يا ابن اللبوة,0
458,بس يا شرموط يالبن القرد,0
459, يالا يابن المرة الوسخة كسمك علي كسم ابوك راجل خوب مخلف عيل متناك,0
460,انت بردو اسأل امك علي ابوك الحقيقي يا خلفة العناتيل,2
461,كسم كل كلاب السيسي يا ريس ... عاش نضالك يا ريس,0
462,"""كل عام وأنتم بخير وثورتكم مصونة منصورة . محمد مرسي رئيس جمهورية مصر العربية #الرئيس""",1
463,كل سنة وحضرتك طيب وحر مع إني قلت يسقط يسقط حكم المرشد بس كل حاجة وضحت بعد كده,1
464,مبقاش باين مين الصح والغلط ومين خايف عالبلد بس كل اللي اتريقنا عليه أيام #مرسي اتخرصنا عليه أيام #السيسي,1
465,كل عام وانت رمز الاحرار ياريس ..كل عام وانت جايب للعبيد حرقان,2
466,رئيس مين يا روح امك؟,0
467,شوف حد ينيكك,0
468,"""هههههههههههههههه طيب وازيك وازي  امك  في السجن وبيتوت  وتلاقي القطيع مصدق ان ده فتحية بن سنية :)""",2
469, تتكلم مع رئيس جمهورية مصر العربية باحترام  ياقذر ياعبد اللبيادة ياكلب,0
470,ايه الصوت الخرا اللي سمعتة دة؟ هههههههه انت بتغني زي البنات الحايحة كدة لية؟ ههههه و انت لا صوت و لا شكل كمان؟ بتغني ليه يا خروف؟,0
471,ثورة آيه قصدك ثورة الاٍرهاب ماانت مسكت البلد سنة خربتها وقعدت على تلتها وغير كده دخلت الأسلحة واستقبلت ايران .,2
472,فهموك انه خرب البلد في سنة ياابن الرقاصة ؟ طيب وعميل الموساد اللي بيحكمك دلوئتي ياندل يابن الندل,0
473,لقد أحال الانقلاب الوطن إلى بحور جراح أعلم أن الثورة طبيبها ، وأن القصاص منتهاها ... فاستبشروا خيرا واستكملوا ثورتكم والله ناصر الحق #الرئيس ,1
474,الله ينصرك ربي ويعزك ويرفعك  انت وكل مخلص قابع بالمعتقلات ظُلماً وزورا,1
475, ربنا يحفظك يا رئيس ويحفظ اسرتك الكريمة كلنا معاك يا ريس يسقط سيقط حكم الخونة,1
476,بحور جراح ؟!؟ هو انت بتكتب بمناسبة الفالنتين !!؟ متخلف برة و محبوس ومعين مدير حساب .. يالهوى بجد,2
477, تحية الي البلهاء من التنظيم الدولي للإخوان,2
478,طوال عام كامل أحسسنا بأن مصر تضيع من أبنائها وأشقائها وجميع ذلك كان سببه سياساتك التي أعطت لجماعتك مطلق الحرية في تخوين الكل,1
479, الثورة مستمرة ولن نفرط فى الشرعية حتى ولو اريقت دمائنا جميعا,1
480,حسبي الله ونعم الوكيل فيك يامرسي انت وجماعتك القذره يا خونه,2
481,ثبتكم الله وعجل الله فرجكم فلا تهنوا وﻻ تحزنوا لكم الأمن والعاقبة ولهم الرعب والهلاك .,1
482,هههههههه يعني مهيطل وهو برة المرشد راكبه وعامله برافان وهو محبوس بردوا مركوب وعاملينه برافان لا والخرفان بتامن احييه يامصر,2
483,الشعب المصري جبان خنوع لا يملك الشجاعة للمواجها و اسرائيل معها حق تدعس علي رؤوسكم مرسي له الله و ليس انتم,2
484,ان شاء الله لن أغادر سجني قبل أبنائي المعتقلين ولن أدخل داري قبل بناتي الطاهرات المعتقلات وليست حياتي عندي أغلى من الشهداء الأبرار #الرئيس,1
485,بس يا خول يا ابن الخول,0
486,هو السؤال ياتري هو اللي بيكتب الكﻻم ده وﻻ الجماعة هما اللي بيكتبولوا برضوا وهو استبن حتي علي تويتر,2
487,"""ممكن يا ياسمين تقوليلوا انه خروف ﻷني قولتله كتير بس بيفتكرني بشتمه يمكن يصدقك إنتي""",1
488,"""أهلا بأمير المؤمنين  والله أن حذائك يسوى السيسي وداعميه ومؤيديه  لن يخذلك الله ولن يخذلك الشرفاء""",2
489,"""امير المؤمنين مره وحده !!!!!  اللهم اشفهم من مرضهم  اللهم اشفهم من خيانتهم للامة""",2
490,بس يا متناك,0
491, واضح انك مبسوط عندك يا مرسي (فتحية) والجلاشة مريحاك اوي ، بلاش بقي تماحيك في شراميطك بليز والبس وخليك كوووول,0
492,الش** دول انتوا اللى تعرفوهم يا بتوع نكاح الكاراتيه وحبلى بنجمك واذوب عشقا فيه .. يا ولاد الرقاصه,0
493,ليت كل الرجال مثلك أيها البطل المجاهد الشريف,1
494,مشكلتك يا علاء صادق يا ابن الاحبا انك سفيف وبتتركب من مصغرك,0
495,الانقلاب الكسيح وقياداته خائفين من مصير أسود عقابا لهم على ما اقترفته أيديهم من جرائم في حق هذا الشعب العظيم #الرئيس,1
496,"""اللهم كُن له وثبته وانتقم ممن ظلمه، اللهم أهلك من فرّق وحدتنا وشتتنا.  اللهم انتقم من اللي بيشتموا في المينشنز بردو :)))""",1
497,يالﻻ من هنا ياأهطل,2
498,والله زمان يا بن الهبلة  ، يلا قوم معاد جلسة الكهرباء,2
499,واقترب هذا اليوم ان شاء الله فلا يضيع حق وراءه مطالب فكيف بدماء الشهداء فلا تفاوض علي دماء الشهداء من قتل يقتل,1
500,لية بتساعدوة ...لما تعملوا ريتويت للعميل الخائن لكلاموة الاخرق الحيوان,2
501,ان كان على الشتيمة انا مش بحب اشتم ولكن فى ساعات يخرجوا الواحد عن ادبه,1
502,رئيس  جمعية خولات مصر يتحدث إليكم من بكابورت وادي النطرون,0
503,من كبانيه مأمور السجن شخصيا يا ياسمين,2
504,"""يا آدمن يالطخ الشعب العظيم هو اللي خلع الخروف مرسي . . اتفوووووو ياجماعة وسخة  #تحيا_مصر #حركة_بلدنا""",2
505,مصيرك وباقى الخراف الضالة هو الأسودمن قطارالسكةالحديد بتاع زمان .. جزاء خياناتكم وإرهابكم .. ياقتلة,2
506,أعلن للعالم كله أن بوصلتنا مضبوطة على دعم فلسطين ضد المحتل الغاصب وأننا مع كل مقاومة ضد أي محتل #الرئيس,1
507,"""انت يا مرسي ضد المحتل الغاصب يا سنكوح  يا بقحتك شوف الصور وبلاش تعمل فيها بطل وكلام فارغ""",2
508,"""أنا أعترف بأن الذي دبر الانقلاب ضدك  يادكتور محمد السعودية والامارات وقلوبنا معك ونحن مع الاخوان المسلمين  والسيسي قرب يومه""",1
