Text,Label
ديجا ولد عواطف زوالي,1
هاوكا شبعة كفار,1
ادرى بابن بلدك,1
تيته تيته جاب حويته اسمها هند,1
قتلك خوذ حقك بالكلام بالكم تقول,1
يحتاج ترجمه للتونسين نفهم كلامهم,1
اولا تونس بلد مثقف بلد المليون قحبة والسقاطة والعاهرة والقذارة والنجاسه عاهرة,0
تمدو لحاف كردونه كردونه مستواك مرشي منعرفش ياخذو مناصب الاداره اعلاش تونس تتقدم جراء هلمستويات الكرادن,1
تحية لأوخوتنا الجزائريين بنسبة لتونس راهي بلدكم بنسبة لبرماجنا التلفزية مننصحكمش إتبعوهم وبلأخص لصغاركم شيئ لايشرف رئيي الخاص,1
ههههههههههههها السي علاء يقتل بالضحك,1
يعرف اليهود,1
ويأبي يتم نوره دخلو جحر ضب لتبعتموه,1
مساكن التوانسة يقطعوا القلب بورقيبة عراهم وبن دخلهم حيط والسي علاء يحل المشاكل قولك,1
قالت اخوة المسلم اخوه المسلم اليهودي خوه اليهودي خاوتهم ليهود هوما يهود عيب وعار تحيا الجزائر وفلسطين والله يرحم الشهداء,1
ههههههههههههههههههه ويووووووووزززززززززززززع,1
طزيري تكركيرة,1
مايا ترفس,1
ولد عواطف امورهم المادية تاعبة,1
تستاهل خاطرها قبيحة قليلة تربية اطيح القدر لازمها طريحة باهية غشمة كهو,1
عاشت تونس حره علمانية,1
شعب مثقف بعيد البعد الدين موضوع نقاش الدين ينصر خوف الدين السلام حربتموه اشتد تركتموه امتد,1
مغلطوش سموه شمس,1
دقيقة مرأة كبيرة قحبة ساق البر ساق القبر نعبو ألي جااابك عاهرة كافرة تفف,0
نطمعو حاجات نتلزو نوفقو حاجات قرار مساوات ميراث تونسى عمل إستخباراتي فرنسي صهيوني لضرب دين إسلام يرضى يهود نصرى نتبع ملاتهم,1
عجبنيش شكلو,1
قالك تونس نحوها الدول الإسلامية الجزائر نحوها الدول العربية,1
دخلك بكريم ياجاهلة الانبياء شعرهم طويل ادي لعبتها مثقفة باينة لاعلاقة بالدين,0
نشالله يتربو عزها يحكام حدحت وانا نحبك مريمبرش,1
معذبهم ولد العياري,1
المـهــاجـرة هههههه شعب تركي يصومون كذاب علمانيين مسلمين هههههههه شعب تونسي منيوك تركيا أجواء رمضان كثير حلوا,0
شمس متربي قلبو ابيض,1
صراحه شمس طلع ابن ناس,1
مؤامرة عالمية الدين برعاية أمريكا اسراءيل الشعب مسلم يستسلم ربي ينصرنا الحرب,0
مراهق باين أسلوب كلامك,1
اجيبك بطريقتك احترم ديني أولا وأحترم نفسي وعائلتي سارفع أمري نور صدري وحب قلبي يأخذ حقي حسبي ونعمه الوكيل لعنك الدنيا والآخرة أعرفك لقائنا رب العرش العظيم موتك تهرب سآخذ حقي تتكلمون الحرية تعرفون معناها أقول حريتي الشخصية مسكين تأكدت الحرية لديكم التعري وشرب الخمر نساء ورجال وفعل المنكرات,1
شعب داعر اقسم بالله اوسخ شعب مسلم والشعب المغربي الدعارة والعهر يجي رحم,0
الإملاء تونسي متخلف,0
سيأتيكم طوفان سبحانه وتعالى,0
انسانة ساقطة مريضة نفسيا ملحدة,0
بارك جازاك,1
جهلاء,1
لقحبة مايا يعنزكمها حيوانة,0
نعل زك امك لقحبة,0
اغلبهم كاذبون توجد عنصرية تونس نتأكد الافارقة يرون بالمعروف يريدون يصبحو ضحايا,0
تونس لديها إعلام يد الشيوعيين والحداثيين لذالك تستطيع تعرف قلي بربك الكفار ينشرون الحق,0
لبهيم,0
خليه يحب رضاع الزبوب الصرم زادا يشيش للباجي النساء الكلاب تبدا المرا تبزق هوا شايخ روح نيك أمك نيك الباجي طحانة,0
وصية لوارث,1
قتلي تعيش المانيا وتحلم بالمبلغ متوفر وموش قادر تجمعو المانيا روح لبلادك احسنلك فكرة المغتربين,1
حكاية فارغة قداشكم تافهين يهمنا,0
وجه شلاكاء ثعلب نتي تڨعدي,0
اكبر قحاب الجزائريات هههخخخ,0
ولد عواطف الميبون جيت خرية عواطف,0
نعلة اخيكم الجزائر,0
حسبي الوكيل طفلة طفل تونسية المساوات يجي نهار ربي يعرف شيعمل كلاب زايد أبهم شعب هوما التوانسة والله,0
يارقارة والثعلب الدباغ متاعك قمة التفاهة والانحطاط الاخلاقي والمساطة والميوعة الشعب يسوووفري الفقر البطالة والبرد ووووو تستهبل لعنة الاشكال ياربي نتمنى للشعب هجة للدنمارك المنارك,0
تسمع لجنة لجنة كارثة صحية كارثة الطرقات وقت الثلج أزرق روس والديكم تربحكم المسؤولين تونس مشات ول يخاف يدخل مستشفى عمومي ومعاش عندو ثيقة الأمن القضاء ترقدوا يجيكم النوم المسؤولين والوزراء والشعب يسخف رقباتكم,1
زوالي آخزر الفراولة تحية خالصة لفواكه الغابة حالتي شكوبستاني,1
تجذب الانضار بكلامها,1
يهدر لطفي,1
مانكها حيط لبلاد برقيبة عري راس لمرأ عري لبلاد طيح سروال رجال,0
تونسيه هايجه قحبه كبيره,0
تونس تعمل مزية نحى اسم تونس اسمك,1
بالعكس نعرفو كلامكم زوين دامنا الغربة نسمعو لهجة المغرب العربي طول القلب والعين تفرح تسبقهم البسمة يحفظ المغرب العربي الكبير ويحننا بعضنا اللهم امين,1
ليبيا هههعععهعع هوا,1
روح نيك امك واختك ومرتك ووالديك,0
طز تفهم المجالات,1
صاحب القناة كلام السلفيين يقولون جهادين مستعان الرويبضة سلفية جهادية تكفيري جيلد وأنصح اخواننا السلفيين قرأت كتاب الشيخ محمد فركوس حفظه السلفي الجهادي الحزبية راد الشبههم,1
الثمانينات الجزائر تعج بهؤلاء التكفريين اخذوا بلادنا الجزائر عشرية سوداء ومازلنا نعاني لحد فحذار حذر تغتروا باقوالهم يفقهون شيئا,1
ههههههههههه قثم إبن أبي كبشة ولد وفاة والده المزعوم عبد اللات إبن عبد المطلب جذور أباؤه معروفة الأمازيغ أقدم شعوب الأرض إفريقيا بغل روح إبحث ثقف روحك هههه جذور أباؤه معروفة,1
اليهود عاشوا مئات السنين الجزائر وتعايش الجزائريون المسلمون لكنهم الحقبة الاستعمارية الفرنسية طعنة ظهر الجزائريين واثبتوا امان خونة العهود والمواثيق معروف تاريخيا الرسول ولامرحبا الجزائر لانقبلهم نريدهم,0
هية مريم جيت بلاصة ضربها كورت قاعدة وانا ورا لبلايك ونتشرف وحاجة أخري اطيح قدامي منفلتهاش جملة تلهات باولادها خير وهف اهزك,1
فلافل حمرا وتهر شمس,1
شر البلية يضحك اضحك اضحك,1
اختك بتصرف وامك شغالة بالبيت والخدامة التونسيين عطالين الذكور والبنات اخواتهم بيصرفوا اشغالهم وتعبهم اليومي وبالاخير يجي الذكر ياخذ ويهرب فرنسا وينكح بنات الأصفر وتبقى البنت بالشارع ربكم حكاية بتنزلون ربكم اساس ربكم محتكريه ليكم وبس القوانين يجب وضعها التجارة الدينية لمؤسسة الدين أصبحت دمار للبلاد والمجتمع يجب عودة العمايم وتيوس الشيوخ الفاسدة للمساجد ويكفي التحكم بالبلاد السياسة والاقتصاد والقانون يذهب الفرد للمرحاض التبول يكفي يكفي عقود طويلة حكم شريعة الأزهر المصري ترعة جاموسة الصعيد ووهابية سلف الإخوان المسلمين الاقذار انظروا وصلوا بخراب البلاد المعرص تبع النهضة الإخوانجي القذر جاء أوروبا ودمر البلاد وارجعها للوراء تونس الخضراء الزاهية المتطورة المتسامحة الحرة حولها الغنوشي القذر تيوس مشايخ الأزهر المصري واخوانجية رابعة ووهابية سلف الإرهاب دولة العصور الوسطى ادعسوهم بالاحذية والنعل الجراثيم الاعرابية الصحراوية,1
حاط مخي فرق أبيض أسود خالطت السود شفت تصرفاتهم رسيستية معقدين لونهم الأسباب عديدة المجتمع يغزرلهم رغم أني أقل لأحد كحلوش تقول أسمر نخفف ماكس حقيقة دينا فرق أعجمي أعربي بالتقوى هات يفهم شرتين,0
خافو أهل تونس أمر تعالى يناقش,1
هههههه هههههه قابلتك مرات توسوس منوووو,1
تحية خويا حب متبادل ايتام بورقيبة يحبو الراجل الديوث,1
هههههههههه الفيديو استنتجت الشعب التونسي أغبى شعب العالم النساء الرجال ڨاااااااع حمير بعزيز تفوو كفار زبيييي,0
نقبلوا الجزائري والمغربي تونس السود الأفارقة فغير مرحب جراثيم فتاكة,0
معرسة بكلب,1
هههههه شعب بهيم الافارقة تجيب الغرب بحجة هجرة لتغيير بلدان المغرب العربي ديمغرافي وتقسيمهم وانحلال الشعوب واان بتونس ومائتين افريقي جلهم بدون وثائق والغرب ضغطو تونس لقوانين تحميهم ودستور واجبارهم للعمل والبقية تأتي التوطين والجنسية ومساكن ابهم شعب تونس تاو تعرفو معنى الهجرة,0
رعاية الاطفال ختصاص الطرفين النص بالنص مصاريف المنزل النص بالنص بالتساوي المصاريف الشخصية لبس وعلاج وغيرو مسؤول نفسو سقوط حق المهر والمؤخر والشبكة للمراة حالة الطلاق يتحمل الاثنين مصاريف الاطفا,1
خويا الساحلية ولاد قحبة يفطرو رمضان مهمش الرجال جماعك الجنوب خاطينا برجالنا,0
رسولك ارهابي يزبي توجد تاريخيا محمد الرسول الوحيد فبركة ماهوش موجود اذاكة عندو قبر صورة,0
ربي نجينا الفتن,1
وتبقى مشكلة ذوي البشرة السوداء انهم يعتبروا انفسهم اجانب توانسة كفانا فتنة,1
بجاه ربي مايا الخرا تجيبوها ثعلب السحراء,0
مريض,1
رأيك حرة متطورة مخك قافزة الإسلام دين رجعي,1
الحق الرىيس التونسي الحق الشباب التونسي يحملو السلاح اعلان الجهاد قتل الكفار,0
رجل زمن قل الرجال,1
زبور خالتك قلقك يوتوب قنواتك لمارك خارجين لينا ازبي ناكك دزيري خلصكش,0
مايا غالطين ىاح تحرقلكم القناة,1
العبدلئ ذاتك حيوان حياتي كرهت تونسي كرهت ربك حمار,0
النضام السعودي,1
فيلم عاملينو متفاهمين يمثلو عالعباد,1
طاعة لمخلوق معصية الخالق تستحق تظن خير حكك تعالى خسيس اللهم انصر الاسلام تونس اللهم انصر المسلمين تونس,0
وديع الجرو إنسان فاسد بالرسمي وضع التحكيم التونسي خير شاهد الناجي الجويني حكم,1
جمال صوت تفففو وجهك تقول جاموس والله صوت الضباع الطف صوتك,1
صح معزة ماتحكي كريم استري روحك ياحمارة بالحجاب معزة اشرف,0
ممكن سؤال لقب قارة عربي يهودي افيدونا,1
دربكم ولسلام زبي,0
باينة تكذب حكاية خوتاتها ديجا الحصة اتفه الحصص بالعاني يديرو باه يلهيو ااشعب التونسي اهم مشاكلو السياسة صارية الجزائر تحية ليكم اخوتي التوانسة,1
فضيحه داوي بسبان ربي منافق,0
هههههه والله غايضني حالك ايش يستنا,1
يعطيوك ديراكت الجنسية,1
دينكم ولي ديني الحمد لله رب العالمين مالك اادين,1
مركيت لخره تمركي وتقول مبهمك نوح تحكي وعلاه لكلام الماسط اصلو,1
واستقلت ولاية,1
جبهالك ملخر ولد عواطف نحب نسهل عايش فرنسا راسك جيب جعبابو مشيت دويت مريض مستحقهم خير يدوخ رهوط وذني,1
والله تحب امسح هادو تعليقات حر روحو بلاد لملاح ومش ملاح,1
ماهذا الانحطاط وماهاذا الشاب بشير يدعي الفن الاستاذة مايا حق بفن تناقش الدين,1
مكذبكم,1
بعران الخليج غنم امريكا سبب بلية العرب خلو تونسي جزايري مغربي مصري,0
الحاكم كافر يجب الخروج والجهاد ضده,0
موسيو حبس هههههههههههههه العلمانية اليهوذية قتلت الروح التونسية الطريق الجزائر,0
إتقوا كفرة,0
كربلاء وبلاء ينعلك كلب جزايرين نموتوا توانسا حيوان المغاربة خوتنا نت تمثل,0
مؤيد نضام الطواغيت امثالك اصبحت تونس مرحاض العالم يأتي اليكم يقصد ادباركم وفروجكم ولولا الاسلام لسببت امك واختك ووو الاسلام افتخر بالانتماء يمتعني تنسى موعود ومشهود وتقف الواحد القهار,0
نعيم الزعيم تونس رغم الثورة زالت تستقطب اكبر الطلاب الوافدين شد بلادك المنيكة بلاد الارهاب الطائفية بلاد الفقر الفرعنة بلاد ميا خليفة شخص حاقد حاسدنا لانو تكلمت بموضوعية تصنيف جامعاتنا احسن المغرب الجزائر يقارن,0
قطع اليد رحمة للمجتمع الإسلام يوفر العون للفقير صدقة وزكاة ورعاية للفقراء والمساكين الإسلام دين تكافل فالسارق يسرق وجب وضع ليد السارق ترى تزهق الأرواح بغرض السرقة يسرق تقطع يده يستطيع السرقة وسيص,0
الهم انصر المجاهدين الخروج الحاكم شرعي يجوز الحكام العرب ليسو شرعيين وبارك هدا شاب مشاء علبه,0
الاحترام لشخصك,1
خخخهههههخخخ,1
الشعب التونسي رخيس مذلول زمان عادي تونسيون قادم اعظم,0
فاهم الكلام البنت تصرف الراجل البنت تدفع المهر للراجل ربنا ونفس الموضوع الميراث,1
قلتلكمش راهي طلعت اكاكا,1
السياسيين اختارو الضلالة النور الجهل العلم الخروج الاصل,1
والله أعجبني الرجل فعلا وطني وكم تمنيت تكلم عصر ربما أحسن معنة الرجولة بلاش ينفع العقار أفسده الدهر,1
جاهل,1
جبري تقعد نيك,0
سيدي ابن المراة الخلفه,1
لطفي مربي,1
بكلامي أقصد التونسيين فئة راهي تعرف روحها نهار تصوموا رمضان تغلقوا المحلات وقت صلاة الجمعة الميراث ساهل تحكيو,1
كتجبدي لمغاربة اختى اشنو ذرنا حرام جزائري كيسب خاصكم دخلو لمغاربة وسط المعمعة معقول عبيد ربي مجياش نسب شفت هذاك كيسب تونسا بأسم مغربي وشكرا,1
نحب نفهم نسبة كبيرة العنوسة القانون مافائدة تنفيد قرارات فرنسا الغبية تحطيم نسيج الاجتماعي التونسي هوا راجل التونسي زوالي مايملك تقاسمه زوجته الميراث نحكو الدين الاسلامي القانون يعارض الاسلام قطعااا ماغير شك,1
زناديق الزنديق يقتل,0
جزاكم الخير اخواننا تونس,1
دير فلباااز,1
راسين شاشيه,1
لطفي شلاغم,1
اذبحوها,0
يصلح آخر الأمة صلح اولها,1
بلادو موسخة,0
هههههه,1
ينعل الزامل بوك المغاربة نصومو ولد القحبة,0
شرفاء ايهالمتطهرون حل لوا البنت قالت كلثوم وردة وتريد تعيش تقلقك تشاهدها وبدل القناة واهتم أفضل مثلا اقرى القران كتاب الحديث تريد دك اذهب الخمارة وأحتسي طاب المشروب وخلي سبيل الناس,1
بشير ادافعو اعليه قلكم عادي لغنا اسرئيل,1
الزززب التيس سب ربى فرحانين عندين زك امكم كلكم,0
بصيفتك جاية تحكي زبي امشي نيك مك,0
وجها صحيح ومتحمش متربية بلاصتها,1
نهارت لی ول ی الل واط الس حاق بقدرة نصنعوا الن ووی بالل اهی بر نیکم ک القحبة الباجی متاعک بشری القحبة الملهط العید أشرف ک یا خنزیر فی فرانسا بعینی شفتهم یشربوا فی دم الحل وف حی,0
واياك يحفظكم ربي,1
انجم نكتب شاك ونصحح,1
احتضن اليهود الثورة اكيد الشعب يحتضنهم اكيد ارادو الرجوع بلدهم يوجد اشكال بلد السلام,1
اووووه أمين خراء فدينا هالفازات الماسطة اعع خيت ساي وفيتو عمناول ومعاش عاملين البوز فدينا,0
حليتولهم ترمهم فها لبلاد القحبا كرهت زكمكم ختفوه نيكمك,0
برا للطبيب داوي روحك حالتك متعبة اصل,1
لطفي العبدلي سخيف ومغيار وماهوش أهل فنان شد قهوتك وسيب الفن بدون اخلاق,0
حياته حر إتصارح لعبد متصارحهمش حريتها خصوصيته أسرار ميحبش إقولها ميهمكمش كذب إقول كلام صادق,1
أسمك يهودي ولد القحبة اليهودي يشرفك مسلم إرهابي داعشي,0
حبيت تلم شوي جمهور تنكت ههه تحشالك عفاط صحية مايا,0
والله اراك الاخارجيا تكفيريا قح,0
كردونه عاهره تفوه اعليك مادين قطاس متنجموش صندوق خشب لدرجه الطفل التونسي محقور كلاب وزيركم نازله الحيوان افضل,0
كلي مكش,1
المقيم الفرنسي يعطي الاوامر تحبو الموبنة عجلة تونس سيب لوغة حقوق الانسان خليتونا تحن نظام ديكتاتوري ونتم تصفقو خماج تفيه,0
هاها قل ماهي بلدك وراح افتح ملفاته المتعلق بشعبه,1
لعنة هالخلايق,1
والله مافاهم حاجة ربي يهديه الضواهري اكبر عملاء امريكا,1
تربحهم دخلوها البلاد حيط مزال بالله ميصليش يسكر ظد الشي معجبهمش القران يجيبو احكام,0
والله مذيعة ضامرة ههههههه تحياتي الجزائر,1
الاعراب بيدو فاهم مسكين هالاشكال محلهم عندو ههههههههههه,1
بالرسمي قحبة وقعرة ورقعة وجايا الهيييييييه خشش صغرتها,0
تحيا الجزائر,1
لعنة وكالين رمضان التوانسى الأحرار يرفضو الجراثيم تنخر المجتمع التونسي الملحدين يجب التصدي يسيء لديننا الحنيف واللى بغا يفطر علنا يخرج البلاد ويروح لأوروبا,0
موضوع لنقاش حسمه القران النازل رب العالمين يعرف سيكون يكن سيكون يقع جهل تجاهل,1
نتوما التوانسة تفهمو الدنيا خير ربي خلقها اوشرطلها امور تمشي الدنيا غدغد يهدينا اويهديكم,1
شك التوانسة فسااااااد,0
عارفة روحها كبرت صايي وخرفت,1
صحيح الأجانب اد كيفنا حياتهم مظاهر نقدسو الاجانب,1
إفريقي يتعرى المغرب نريد مشاكل,0
شاء,1
خي كذابه دايره روحها كبيره ودير وتعرف وسياسه ودنيا لكان مديرش بوز متكلش,1
الشيئ يمس ديننا الاسلامي وشريعة احكامو وتوابت الاسلام يبقي شأن داخلي ويعني المسلمين اجمعين,1
يجب يكونوا نعالا لايران روافض يقتلون السنة افريقيا أليس,0
قبحكم لله ياخوارج العصر,0
يجبو ضيف يقلولو شريك حاجة هذكا اكيد فهمتوني حاجة موضوع الدين يعطي رايو ميعجبهمش رايو يطحو طحين بوهم الحنين ميا اختصاص,1
ياريت فهمت,1
بلاهي برا نيك,0
روح نحي التيشارت الفلفل فلفل ههههههههه,1
كامل خرج انثى انشاله ليدجيبلكم داعش لتونس,1
جايبها راجل قلي سوسة,1
لعنة ياعدو ياخنزير,0
لطفي رقاص اكتر شمس يطيحش لمستواك,1
حرية التعبير حق نقول رأي كيمه رأيهم,1
تمثلية وجه الكبش,1
تونسيوون التجزئة الدين الاسلامى اعلنوها صريحة تركنا الاسلام لانريدة,1
تجبد حكه نيفيا وشنوا المشكل اوريك لهو غاير شمس تحكو الرجلة تتقاسش بالكلام الزايد والغشة وقلة الحياء تتقاس بالتربية والأخلاق والنضافة بالك إتضحك العباد مستانس تعمل التوانسة أوعى والشلايك لكيفك معاش نحبوهم لحاس منافق تخدم منشط سياحي دار جربة تحط النفيا تلبس سترنق تمكيج وتلبس روبا نسيت نعرفو خدمة المنشط السياحي قرد,1
الفوس تتصرف برامج تااااااافهة تمشي للزواولة ولي تضرو البرد والمطر والثلج,1
زمان الفتن اللهم أقضي اعداء الدين ربي دنيا دوم لحد لفلوس تقعدش عمركم تتقدمو بلاد عملاء لصهاينة,0
اللعنة أتباع الكفار يحرفون,0
أخي نشكو فمعتقدتنا منشكوش فشرع هجرنا الإسلام وتبعنا قانون الإنسان,1
كومبارس أفلام فرنسية يتعري وفرحان,1
ينجم يولي متثقف الثقافة تتميز للا مايا مخيب اسمها ثقافة فساد نقد لﻹسلام لﻷخلاق نحكيوش خير ساعة الشاب بشير لظهر متربي لهنا فهمت اختي,1
ثورة الخبز نهضة حضارة تتعجب,1
حر حياتو وربي يحاسبها,1
غياااارة,1
العياري أكبر لبرنامج يجمع طحانة والقحاب الكيفك فهمينك بوق نداء تونس يعطيك كنسار قريب,0
تتفرج فها الحصة الدين شتعمل الحصة نفاااااااق,1
حياة بصراحة مغرية,1
انتظرو عداب انتظرو فتنة,0
روح تزمر كلمة زائدة,1
صحيح ليسوا بشر يجب وضعهم السرك المزابل التخلص أنهم الكلاب المسعورة,0
العاصمة هالاستفتاء,1
اكبر فجرا وجه البسيطة خلفت الثورة للأسف الشديد,0
لاحظتو مالفيديو البنات قالو,1
سخنلها الماء خلاها تطبخ بقالها الريح البريمة سنتعرف بوجادي,1
صاحبي تقول تلافز صح بصح برامجنا فاشلة مسلسلاتنا تافهة نتفرجو باسكو تعجبنا خدمتكم برامجكم,1
طز,0
امتاعي ماصط,1
ولد القحبة الرجولة قلي اتوى أنجي انيكلك أمك ولد القحبة,0
تفضلو شوفو قناتي وشجعو القنوات التونسية تكبر,1
يمكنك معرفة أعمار الفتيات أختبار للأذكياء,1
يعطيك زب يظربك خشمك طحان خممتي اختك مرتك الشي أذا,0
كلامك صحيح وغير علمي بتاتا يجب تعطينا المصادر العالمية الموثوقة المصدر الدليل المصدر,1
والله كلام صحيح موزون الصميم,1
يلعنك سبسي ماكش مانعرف بكلام ربي التوانسة ساكتينلاتضرون الإسلام شيءتضرو رواحكم شفتو الحقيقة خليتوها,0
المسخ,1
شاء ربي يهلك هلبلاد,0
بلاد الاسلام وبلاد جامع الزيتونة يتجرأون العضيم اللهم تؤاخذنا فعل السفهاء منا,1
تشال مثقف,1
ايدروا كلش جال الدراهم,1
فئه قليلة التونسيين يذكرون كثيرأ والسبسي قالها بعظمة لسانه تونس تتبع,1
تونسييات يموتوا زب ورت,0
شمس متربي لطفي المسخ وجه الفار,0
اشد اعداء الاسلام انزل محمد يسمون بمفتيين وعلماء اراضي المسلمين اشد الناس شباب الجهاد ويفتري ويطلق اوصاف براء لارضاء اسياده اذناب الغرب حساب فتنه الناس الدين وجعلهم عبيد العميل واخفو عنهم اهم عقيده الاسلام الولاء والبراء وشروط صحه اله الاالله ونواقض الاسلام وجدت شابا تونس يعمل بلاد الحرمين وحدث نقاش بيني النصاري ليسو كفار تربيه العلمانيه وهؤلاء يتأثرون بالمرجئه مرحله بشبابنا اريته الدليل إ الل ه ه يح اب يح إ ائ يل اع الل ه إ ه الل ه الل ه ه الن ار لظ نص ار يقتنع بكلام مسلم يقتنع بكلام فعرفت حجم يعانوه اخوتنا السلفيين البلدان حرب كلاميه واعلاميه وعسكريه وطعن وتزوير يريدون يتحرر المسلمون تونس قيود العلمانيه الكافره يعرفو العلمانيه والكفر بصفه عامه يستويات فإما تحكم بشرع بشرع ابليس فأقول لاخواننا الثبات الثبات الدين يحتاج رجال اشداء الشئ اتعجب المفتي المشرع للعلمانيه يستطيع يخدع شعب بأكمله يعلم يكتم يعرف الحق ماهذا الضمير الشيطاني تجدهم محل اشداء اخواننا السلفيين رحماء الملاحده ملل الكفر انتشر الاسلام بفكركم الضيف الهزيل المستضعف المهزوز بفكر الشباب المجاهد الثابت الصابر طريقتكم طريقه رسول والصحابه والتابعين,0
هوم يردوننا الاروبين قوۃ بالله,1
شمس الدين متربي الحق,1
حبيبتي نتي تمافيوني خي طحتي راجل عروبي عطاك حقك تحمليه اووو تقبلي نقد نتي تاني,1
عريانة رمضاااان احشم استر روحك,1
تفعلونه تقسيم للأسرة العائلة المجتمع لجعلهم صراع دائم يخلو الجو تعملو شاطح باطح للأسف يهللون لمثل القوانين سذج نظر,1
اشنيقوها,0
نعيم الزعيم ضحكتني,1
حرام ولية وهذي حاجة تخصها ميدخل فاها احترمو قراراتها ونتوما سقسى غليكم جات ودارت بحوث ربي يهديكم ياشعب,1
تونس حاجة لفتوحات,1
والله زكيمة وراس اختي برا عيش اختي شد فركة صابون ضاهر عايشة دار بوك لابسة جبا تتفرج عادل الإمام غالب مايا امثالك مينجموش يفهموها لكتب تقرا فاهم ممكن تبيعهم للحماص اللغات تحكي باهم صعيب مخك برا عيش اختي الرشتة برد برا تعشا,0
شبعة ضحك يقو ربي وديع جبدله خناره ههههههههههههه ههههههههههههه ههههههههههههه قله امين مال الزوارق الشراعية هههه الاحترام والتقدير ايرلندا الصفحة بريطانيا,1
عبيد الصلبي جزاك خيرا التعديل,1
تجوع الثعلب التونسيه تتحول أنثى العنكبوت تقتل زوجها بمجرد الانتهاء عملية التزاوج ليلة الدخلة ههههههه,0
ماطخالط النخالة تونقبك الدجاجة,1
ياشموسة الجزائر كامل طلعت خير,1
يحارب ينتظر الاسوء اانتم اقوى,1
يعطك بوووز وجه الهم جيتها تونس دخلت جبل منحطة بالها الشراب اللبسة الأخر طلعت جاسوسة منحطة مريم خسارةوفيك إسمك رمز الطهارة الأخر قالت ناس تسبني غايرين لبسي ترا روحك أزين ناس تلبس فعلك تهزو فلوسك تفليمك,0
امازيغي قبايلي الجزائر احب اليهود الامازيغ مشكلۃ اخواننا اليهود مشكلۃ العرب,0
اعجابى بشمس بصراحه لطفى زودها كتير وعامل ابو الضمير الفنى,1
شمس وبنة,0
مرسي لعزيزة,1
والله وبالله وتالله نكرهك مايا أشد كره,0
كسمك بالاساس دين مله كلاب للغرب والغرب بيدفعلكم فلوس تحتلون الشرق الاوسط وتبنى دوله اسرائيل احفاد الكينج كونج,0
بشرة خير,1
تفضل فهمنا,1
احب ربي احارب دينوا حاشت الدنيا الزايفة اتبع هالمهود ياربي تحمي عبادك الصالحين وتعجل بالنتقامك عالكفرة اللهم امين يارب العلامين شوف الشعب اقاسي يمقيمك ياعمر بعدك تتدفن العدل ياربي الزين اشتمتوه لعبتولوا اللعبة اخرجتوه اعملش هالكارثة,0
تونسي همك الوحيد ملأ القفة وآخر همك تغيير حكم الميراث ذهبت هيبتك الرجال المسلمين تونس يبقون رغم حقد الحاقدين,1
كول البخس امارك مقلبة ثرثارة بافارغ,0
راجل زيدها مزالت تتنفس هههه,1
النفس التش,1
مامسطك والله ماتتمضغي ماتتبلعي والله والله,0
منافق ونذل تونس لطفي العبدل,0
للطلاق التعويض الجانبين تضرر الرجل يدفع تعويض واذا تضررت المرأة يدفع تعويض,1
بشير معذبهم,1
تفوه مايا باه تقابلي ربي كلبة عندو حق بشير,1
نجحو هوما,1
أشكال زايد تجاوبها شمس,1
تحيا جزائريين مغاربة توانسة كلاب,0
زهمة المريض مية جماعة حراك الطراطبر,1
محلاها المذيعة عسل,1
نيك مك تونس,0
قنات العار والقحبى,0
موتي برا تفرج تلافزكم سيب زبوبنا,0
كلب فرنسا تنبح,0
أصبحنا نجادل القوانين الإلاهية الانسان شيئ جدلا هههه ادخل متاهات التكفير الخروج الملة المهم السبسي احن المرأة التونسية جيد يفرض المساواة الميراث يفرض الأمور كإسقاط النفقة الرجل ملزم بتاتا بالنفقة ضف الأغلبية العضمى الناس اقصد الرجال بالذات تعطي الميراث للبنات بحكم مفروض كتابه العزيز نزعنا القداسة الحكم فأبشرن يابنات تونس يسؤكن والله قليل لعاد تشوف التركة طريقة طريقة كتابة الاملاك الولد حياة الأب مثلا نصيحة متلعبوش ربي سبحانوا يكفيكم قالك الزلط التفرعين,1
يروى المسلمين دخلوا الأندلس طردوا بقايا النصارى رفضوا الخضوع طردوهم قمم الجبال الشمالية كونوا مملكة بقيادة بلاي وأصبح ملكا وحينما جمعوا أمرهم وقويت شوكتهم أرادوا حرب المسلمين واسترجاع أرضهم ورأوا الأمر يحتاج روية ودراسة حال المسلمين فأرسل ملكهم بلاي جاسوسا لينظر حال المسلمين عبر الجاسوس النهر وخرج شاطئ المسلمين فوجد فتية صغارا يتنافسون رمي النبال ووجد واحدا منفردا يبكي فسأله حاله وماذا ألم,1
